,prim_state,area,area_name,occ_code,occ_titl,tot_emp,a_mean,a_wpct10,a_wpct25,a_median,a_wpct75,a_wpct90,year
81168,OH,1680,"Cleveland-Lorain-Elyria, OH PMSA",13-1111,Management Analysts,        2260,    52780,28850,39340,51450,65110,81240,2000
81193,OH,1680,"Cleveland-Lorain-Elyria, OH PMSA",15-2031,Operations Research Analysts,         490,    55670,31230,38390,49280,65650,89900,2000
81194,OH,1680,"Cleveland-Lorain-Elyria, OH PMSA",15-2041,Statisticians,         100,    49600,32590,38800,49930,58930,68980,2000
81202,OH,1680,"Cleveland-Lorain-Elyria, OH PMSA",17-2061,Computer Hardware Engineers,          80,    66800,45210,55720,67420,80120,88540,2000
81553,OH,1680,"Cleveland-Lorain-Elyria, OH PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         610,    35330,20870,26190,34750,42760,51700,2000
81714,OH,1840,"Columbus, OH MSA",11-3021,Computer and Information Systems Managers,        2180,    72730,45280,55860,71140,87470,109030,2000
81746,OH,1840,"Columbus, OH MSA",13-1111,Management Analysts,        2430,    54710,33980,41400,52450,65600,79420,2000
81768,OH,1840,"Columbus, OH MSA",15-2041,Statisticians,         110,    45270,30370,36230,43370,53680,65510,2000
81776,OH,1840,"Columbus, OH MSA",17-2061,Computer Hardware Engineers,         140,    63810,40590,48820,61210,75670,95390,2000
82116,OH,1840,"Columbus, OH MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        1250,    32280,21450,25680,31540,36610,44410,2000
82271,OH,2000,"Dayton-Springfield, OH MSA",11-3021,Computer and Information Systems Managers,        1250,    67260,40280,52630,71100,82390,89210,2000
82302,OH,2000,"Dayton-Springfield, OH MSA",13-1111,Management Analysts,        1710,    54410,34900,45040,53870,65140,75940,2000
82326,OH,2000,"Dayton-Springfield, OH MSA",15-2031,Operations Research Analysts,          70,    60060,38010,48340,60510,73760,84730,2000
82333,OH,2000,"Dayton-Springfield, OH MSA",17-2061,Computer Hardware Engineers,         120,    65410,51930,58290,64900,71710,84650,2000
82652,OH,2000,"Dayton-Springfield, OH MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         350,    30860,16230,20770,28130,39970,49080,2000
82790,OH,3200,"Hamilton-Middletown, OH PMSA",11-3021,Computer and Information Systems Managers,         240,    70050,39640,50770,65050,82780,124990,2000
83038,OH,3200,"Hamilton-Middletown, OH PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         100,    34860,19800,23330,29730,42700,62310,2000
83123,OH,4320,"Lima, OH MSA",11-3021,Computer and Information Systems Managers,          70,    50610,33380,45270,51170,56780,68120,2000
83141,OH,4320,"Lima, OH MSA",13-1111,Management Analysts,          30,    55930,33360,40510,53130,69760,86990,2000
83399,OH,4800,"Mansfield, OH MSA",11-3021,Computer and Information Systems Managers,          90,    55910,28080,45540,54950,69910,84130,2000
83600,OH,4800,"Mansfield, OH MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          80,    26050,17950,20070,23180,31700,40470,2000
83702,OH,8080,"Steubenville-Weirton, OH-WV MSA",13-1111,Management Analysts,          30,    48610,33170,39420,47060,59050,67460,2000
83930,OH,8400,"Toledo, OH MSA",11-3021,Computer and Information Systems Managers,         460,    65250,37600,47510,62490,81090,94610,2000
83959,OH,8400,"Toledo, OH MSA",13-1111,Management Analysts,         270,    66090,38890,48170,61030,81960,103990,2000
83979,OH,8400,"Toledo, OH MSA",15-2041,Statisticians,0,    51300,33580,42570,51870,59270,70940,2000
83985,OH,8400,"Toledo, OH MSA",17-2061,Computer Hardware Engineers,          30,    48760,26210,33250,50450,64080,70900,2000
84280,OH,8400,"Toledo, OH MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         460,    26270,18140,19490,21750,32630,41250,2000
84401,OH,9320,"Youngstown-Warren, OH MSA",11-3021,Computer and Information Systems Managers,         220,    61450,32340,42820,62520,79640,90430,2000
84706,OH,9320,"Youngstown-Warren, OH MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         100,    30830,20130,24520,30580,36340,43070,2000
84829,OK,2340,"Enid, OK MSA",13-1111,Management Analysts,0,    42380,35380,37410,40790,44180,56090,2000
84922,OK,2340,"Enid, OK MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    32200,12940,28300,32090,44260,51700,2000
84957,OK,4200,"Lawton, OK MSA",11-3021,Computer and Information Systems Managers,          30,    45330,29150,36260,40960,48400,78390,2000
84972,OK,4200,"Lawton, OK MSA",13-1111,Management Analysts,          70,    37880,25040,29310,36110,47240,53680,2000
85144,OK,5880,"Oklahoma City, OK MSA",11-3021,Computer and Information Systems Managers,         770,    65320,33430,47670,64450,82270,99140,2000
85176,OK,5880,"Oklahoma City, OK MSA",13-1111,Management Analysts,        1530,    41350,23710,26300,39520,53850,65850,2000
85199,OK,5880,"Oklahoma City, OK MSA",15-2031,Operations Research Analysts,         160,    41420,29890,33090,38430,49630,60720,2000
85200,OK,5880,"Oklahoma City, OK MSA",15-2041,Statisticians,0,    29250,23840,25010,26960,28890,39970,2000
85209,OK,5880,"Oklahoma City, OK MSA",17-2061,Computer Hardware Engineers,          70,    68990,48850,60220,68680,79960,89820,2000
85540,OK,5880,"Oklahoma City, OK MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        1390,    24090,12420,14370,21100,30970,42810,2000
85678,OK,8560,"Tulsa, OK MSA",11-3021,Computer and Information Systems Managers,         760,    65100,33560,42990,60530,83600,109530,2000
85708,OK,8560,"Tulsa, OK MSA",13-1111,Management Analysts,         550,    60130,31160,40770,57950,75280,89850,2000
85728,OK,8560,"Tulsa, OK MSA",15-2031,Operations Research Analysts,0,    45910,34700,39130,43930,51620,61150,2000
85735,OK,8560,"Tulsa, OK MSA",17-2061,Computer Hardware Engineers,          60,    67010,30890,35090,63820,102130,113050,2000
86033,OK,8560,"Tulsa, OK MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         720,    24150,15550,17980,21960,30660,34510,2000
86194,OR,1890,"Corvallis, OR MSA",17-2061,Computer Hardware Engineers,0,    76710,50090,57060,79970,94520,109870,2000
86351,OR,2400,"Eugene-Springfield, OR MSA",11-3021,Computer and Information Systems Managers,         170,    82600,43910,54650,70610,110080,145601,2000
86378,OR,2400,"Eugene-Springfield, OR MSA",13-1111,Management Analysts,         150,    57220,28660,41500,53490,68570,100850,2000
86396,OR,2400,"Eugene-Springfield, OR MSA",15-2031,Operations Research Analysts,0,    53770,23070,46610,60180,67490,71870,2000
86397,OR,2400,"Eugene-Springfield, OR MSA",15-2041,Statisticians,0,    40170,33770,37740,40660,43590,45380,2000
86644,OR,2400,"Eugene-Springfield, OR MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    29100,18070,21210,27430,34180,46480,2000
86749,OR,4890,"Medford-Ashland, OR MSA",11-3021,Computer and Information Systems Managers,          60,    68580,41690,49810,60420,85330,111750,2000
86771,OR,4890,"Medford-Ashland, OR MSA",13-1111,Management Analysts,          50,    59130,37730,44020,57400,76580,86360,2000
87055,OR,6440,"Portland-Vancouver, OR-WA PMSA",11-3021,Computer and Information Systems Managers,        1840,    82340,50450,64460,80370,98780,125590,2000
87087,OR,6440,"Portland-Vancouver, OR-WA PMSA",13-1111,Management Analysts,        1610,    57900,34050,43500,53440,66580,100130,2000
87112,OR,6440,"Portland-Vancouver, OR-WA PMSA",15-2031,Operations Research Analysts,         120,    50750,33300,39760,48500,57910,72600,2000
87113,OR,6440,"Portland-Vancouver, OR-WA PMSA",15-2041,Statisticians,         120,    48370,35670,40290,47270,56260,66230,2000
87122,OR,6440,"Portland-Vancouver, OR-WA PMSA",17-2061,Computer Hardware Engineers,         410,    72110,41610,49730,71090,92500,111590,2000
87498,OR,6440,"Portland-Vancouver, OR-WA PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         790,    36420,24750,28640,33980,41990,54830,2000
87668,OR,7080,"Salem, OR PMSA",11-3021,Computer and Information Systems Managers,         120,    70960,40440,52380,72190,87220,105500,2000
87694,OR,7080,"Salem, OR PMSA",13-1111,Management Analysts,         210,    47130,20890,31190,43110,55200,68980,2000
87939,OR,7080,"Salem, OR PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          70,    33500,24590,27770,31600,35120,47850,2000
88035,PA,240,"Allentown-Bethlehem-Easton, PA MSA",11-3021,Computer and Information Systems Managers,         580,    68850,42430,54550,69160,82690,92070,2000
88062,PA,240,"Allentown-Bethlehem-Easton, PA MSA",13-1111,Management Analysts,         560,    56640,32390,40730,53990,69490,86910,2000
88082,PA,240,"Allentown-Bethlehem-Easton, PA MSA",15-2031,Operations Research Analysts,0,    54980,38460,46470,55710,65090,70900,2000
88089,PA,240,"Allentown-Bethlehem-Easton, PA MSA",17-2061,Computer Hardware Engineers,          30,    57590,41010,47300,54720,66330,80210,2000
88371,PA,240,"Allentown-Bethlehem-Easton, PA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         230,    35020,21520,28300,35200,42470,49320,2000
88493,PA,280,"Altoona, PA MSA",11-3021,Computer and Information Systems Managers,          50,    61630,37970,46740,57390,79140,92390,2000
88527,PA,280,"Altoona, PA MSA",15-2031,Operations Research Analysts,          30,    80280,55300,76320,83110,89890,94000,2000
88743,PA,2360,"Erie, PA MSA",11-3021,Computer and Information Systems Managers,         140,    50700,29240,36210,45840,57740,83290,2000
88780,PA,2360,"Erie, PA MSA",15-2031,Operations Research Analysts,          40,    45850,34910,39050,44970,52650,59960,2000
88990,PA,2360,"Erie, PA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          80,    31100,17560,22240,27640,40060,50270,2000
89094,PA,3240,"Harrisburg-Lebanon-Carlisle, PA MSA",11-3021,Computer and Information Systems Managers,        1450,    65390,39170,49650,63960,80600,95590,2000
89122,PA,3240,"Harrisburg-Lebanon-Carlisle, PA MSA",13-1111,Management Analysts,        1310,    50580,34530,40430,49500,60300,70290,2000
89143,PA,3240,"Harrisburg-Lebanon-Carlisle, PA MSA",15-2031,Operations Research Analysts,         550,    43510,29620,33360,40380,51580,66420,2000
89144,PA,3240,"Harrisburg-Lebanon-Carlisle, PA MSA",15-2041,Statisticians,          30,    39290,24740,32300,38810,44530,54700,2000
89150,PA,3240,"Harrisburg-Lebanon-Carlisle, PA MSA",17-2061,Computer Hardware Engineers,          60,    68230,42110,53210,65890,83870,104100,2000
89437,PA,3240,"Harrisburg-Lebanon-Carlisle, PA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         320,    34910,18900,28450,35840,42510,49510,2000
89560,PA,3680,"Johnstown, PA MSA",11-3021,Computer and Information Systems Managers,         110,    57340,31850,41840,59350,70190,82630,2000
89581,PA,3680,"Johnstown, PA MSA",13-1111,Management Analysts,          90,    56870,32820,40460,54140,67690,91100,2000
89786,PA,3680,"Johnstown, PA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         110,    23220,15150,17750,23090,26530,31870,2000
89865,PA,4000,"Lancaster, PA MSA",11-3021,Computer and Information Systems Managers,         250,    63890,35830,45960,61550,80120,95770,2000
89891,PA,4000,"Lancaster, PA MSA",13-1111,Management Analysts,         160,    56670,31410,39170,49710,63780,106810,2000
90160,PA,4000,"Lancaster, PA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         550,    33120,21800,26010,31260,36050,48730,2000
90275,PA,6160,"Philadelphia, PA-NJ PMSA",11-3021,Computer and Information Systems Managers,        6120,    78620,40880,57720,77230,97370,127470,2000
90307,PA,6160,"Philadelphia, PA-NJ PMSA",13-1111,Management Analysts,        8150,    59300,35340,46160,56640,73070,86790,2000
90333,PA,6160,"Philadelphia, PA-NJ PMSA",15-2031,Operations Research Analysts,        1330,    48830,29610,35360,45430,57520,72640,2000
90334,PA,6160,"Philadelphia, PA-NJ PMSA",15-2041,Statisticians,         220,    52830,16260,30730,49500,72650,94690,2000
90343,PA,6160,"Philadelphia, PA-NJ PMSA",17-2061,Computer Hardware Engineers,         800,    67450,47850,53290,64320,81570,96790,2000
90738,PA,6160,"Philadelphia, PA-NJ PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        3280,    33160,20410,25450,32070,39700,49530,2000
90923,PA,6280,"Pittsburgh, PA MSA",11-3021,Computer and Information Systems Managers,        2670,    72530,38330,52600,73490,89190,110790,2000
90955,PA,6280,"Pittsburgh, PA MSA",13-1111,Management Analysts,        2210,    59380,35580,47140,56570,70140,90930,2000
90980,PA,6280,"Pittsburgh, PA MSA",15-2031,Operations Research Analysts,         750,    45920,28960,33700,42700,56190,70400,2000
90981,PA,6280,"Pittsburgh, PA MSA",15-2041,Statisticians,          50,    44360,16930,33330,42750,55320,71310,2000
90990,PA,6280,"Pittsburgh, PA MSA",17-2061,Computer Hardware Engineers,         220,    64390,39400,47770,63920,79400,92940,2000
91355,PA,6280,"Pittsburgh, PA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        1500,    35170,19660,24990,33620,43050,54910,2000
91520,PA,6680,"Reading, PA MSA",11-3021,Computer and Information Systems Managers,         160,    67760,33910,45900,64990,86560,108710,2000
91561,PA,6680,"Reading, PA MSA",15-2031,Operations Research Analysts,0,    42580,26460,32040,39960,51800,64170,2000
91780,PA,6680,"Reading, PA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         190,    33590,23640,25760,29590,39550,50000,2000
91894,PA,7560,"Scranton--Wilkes-Barre--Hazleton, PA MSA",11-3021,Computer and Information Systems Managers,         390,    65470,32880,43510,64100,84720,102390,2000
91923,PA,7560,"Scranton--Wilkes-Barre--Hazleton, PA MSA",13-1111,Management Analysts,         260,    52860,35650,40360,49140,64270,83350,2000
92226,PA,7560,"Scranton--Wilkes-Barre--Hazleton, PA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         280,    31770,18690,26330,31780,37080,44270,2000
92342,PA,7610,"Sharon, PA MSA",11-3021,Computer and Information Systems Managers,          50,    66400,32010,41640,54110,86730,127210,2000
92510,PA,7610,"Sharon, PA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    28780,15370,17350,22220,26980,64110,2000
92737,PA,8050,"State College, PA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          50,    28710,18560,20570,25480,34890,47860,2000
92791,PA,9140,"Williamsport, PA MSA",11-3021,Computer and Information Systems Managers,          50,    63310,37260,44810,63860,79950,90080,2000
92811,PA,9140,"Williamsport, PA MSA",13-1111,Management Analysts,0,    54440,30440,35580,52130,75560,85530,2000
92961,PA,9140,"Williamsport, PA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          50,    24840,12860,15290,20150,36670,43720,2000
93029,PA,9280,"York, PA MSA",11-3021,Computer and Information Systems Managers,         300,    70330,42790,58230,69270,85130,101000,2000
93053,PA,9280,"York, PA MSA",13-1111,Management Analysts,         160,    47190,30420,33920,41800,54940,74990,2000
93076,PA,9280,"York, PA MSA",17-2061,Computer Hardware Engineers,          30,    50210,37230,40040,44710,62610,68100,2000
93305,PA,9280,"York, PA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         110,    27450,16740,21890,28330,33070,37450,2000
93652,PR,1310,"Caguas, PR PMSA",11-3021,Computer and Information Systems Managers,          50,    67020,36270,49350,68810,85080,100630,2000
93820,PR,1310,"Caguas, PR PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    14860,11250,11990,13220,15770,24780,2000
93879,PR,4840,"Mayaguez, PR MSA",11-3021,Computer and Information Systems Managers,          40,    45170,24890,27600,46420,56090,76290,2000
94033,PR,4840,"Mayaguez, PR MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    15030,11530,12530,14260,16890,20570,2000
94087,PR,6360,"Ponce, PR MSA",11-3021,Computer and Information Systems Managers,          30,    48540,26560,30730,39230,58500,83250,2000
94246,PR,6360,"Ponce, PR MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    13370,11400,11980,12950,13920,15760,2000
94304,PR,7440,"San Juan-Bayamon, PR PMSA",11-3021,Computer and Information Systems Managers,         660,    58380,31140,39340,56540,75770,89930,2000
94334,PR,7440,"San Juan-Bayamon, PR PMSA",13-1111,Management Analysts,         430,    42360,23070,29540,37180,54870,68880,2000
94355,PR,7440,"San Juan-Bayamon, PR PMSA",15-2041,Statisticians,         210,    21160,14810,16150,19130,25420,31750,2000
94683,PR,7440,"San Juan-Bayamon, PR PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         610,    24330,13430,16790,21430,30880,40820,2000
94819,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",11-3021,Computer and Information Systems Managers,         730,    79460,49660,62060,79500,94330,114440,2000
94849,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",13-1111,Management Analysts,         500,    66260,32190,42740,61740,82100,123690,2000
94873,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",15-2031,Operations Research Analysts,         120,    50010,32930,39300,46710,57460,74710,2000
94874,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",15-2041,Statisticians,0,    45570,32970,38640,43640,52550,61930,2000
94881,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",17-2061,Computer Hardware Engineers,0,    66740,46200,53730,63960,74790,100230,2000
95205,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    28830,16650,23230,27380,34230,41530,2000
95355,SC,1440,"Charleston-North Charleston, SC MSA",11-3021,Computer and Information Systems Managers,         190,    64260,39790,51810,64890,76900,89300,2000
95385,SC,1440,"Charleston-North Charleston, SC MSA",13-1111,Management Analysts,         710,    44210,20110,22780,42570,55910,73080,2000
95411,SC,1440,"Charleston-North Charleston, SC MSA",17-2061,Computer Hardware Engineers,          40,    47180,30650,36960,45450,56440,69330,2000
95680,SC,1440,"Charleston-North Charleston, SC MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         140,    29050,19110,21840,28380,34490,40580,2000
95789,SC,1760,"Columbia, SC MSA",11-3021,Computer and Information Systems Managers,         310,    66720,37750,51230,67240,82360,96330,2000
95816,SC,1760,"Columbia, SC MSA",13-1111,Management Analysts,         420,    53190,29840,38670,51750,69650,82470,2000
95838,SC,1760,"Columbia, SC MSA",15-2031,Operations Research Analysts,          70,    44340,25840,32350,46820,53460,60830,2000
95842,SC,1760,"Columbia, SC MSA",17-2061,Computer Hardware Engineers,0,    52610,23650,25810,47780,73950,92160,2000
96105,SC,1760,"Columbia, SC MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         300,    34280,23190,27270,32290,38480,45180,2000
96217,SC,2655,"Florence, SC MSA",11-3021,Computer and Information Systems Managers,         140,    47190,29540,31730,35380,57120,83650,2000
96237,SC,2655,"Florence, SC MSA",13-1111,Management Analysts,          30,    42780,25430,30580,42350,51270,56660,2000
96452,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",11-3021,Computer and Information Systems Managers,         560,    66670,38530,51530,68320,83310,92970,2000
96483,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",13-1111,Management Analysts,         740,    43950,15610,17640,42730,64530,73500,2000
96506,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",15-2031,Operations Research Analysts,         140,    59350,30150,35680,59740,76480,87730,2000
96512,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",17-2061,Computer Hardware Engineers,0,    67410,34030,48560,68930,84440,93870,2000
96820,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         440,    34790,18830,22350,31380,38820,54230,2000
96964,SC,5330,"Myrtle Beach, SC MSA",11-3021,Computer and Information Systems Managers,         120,    57300,21970,32770,53240,79240,104110,2000
96985,SC,5330,"Myrtle Beach, SC MSA",13-1111,Management Analysts,          70,    48100,30470,43800,50310,55010,58270,2000
97164,SC,5330,"Myrtle Beach, SC MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          40,    24520,15260,18110,22430,30230,37300,2000
97225,SC,8140,"Sumter, SC MSA",11-3021,Computer and Information Systems Managers,          30,    57260,35900,48290,57230,68540,80790,2000
97427,SD,6660,"Rapid City, SD MSA",11-3021,Computer and Information Systems Managers,          30,    69440,43320,56480,66210,78730,102090,2000
97447,SD,6660,"Rapid City, SD MSA",13-1111,Management Analysts,          40,    51740,30260,37350,46480,67580,84590,2000
97610,SD,6660,"Rapid City, SD MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          80,    26500,19060,21620,25490,30750,36750,2000
97678,SD,7760,"Sioux Falls, SD MSA",11-3021,Computer and Information Systems Managers,          90,    88380,59280,66770,82170,108730,143480,2000
97704,SD,7760,"Sioux Falls, SD MSA",13-1111,Management Analysts,         490,    44050,25600,30370,38880,50980,63790,2000
97727,SD,7760,"Sioux Falls, SD MSA",17-2061,Computer Hardware Engineers,         140,    35970,28420,30520,33920,39850,44670,2000
97927,SD,7760,"Sioux Falls, SD MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         520,    31210,22670,25310,29820,34850,44410,2000
98006,TN,1560,"Chattanooga, TN-GA MSA",11-3021,Computer and Information Systems Managers,         260,    60180,26710,39640,56040,73270,101920,2000
98034,TN,1560,"Chattanooga, TN-GA MSA",13-1111,Management Analysts,          90,    49580,29500,37900,48130,58600,70180,2000
98309,TN,1560,"Chattanooga, TN-GA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         180,    33210,22510,25650,30650,35280,50100,2000
98419,TN,1660,"Clarksville-Hopkinsville, TN-KY MSA",11-3021,Computer and Information Systems Managers,          40,    57090,27810,35910,54460,72450,90320,2000
98439,TN,1660,"Clarksville-Hopkinsville, TN-KY MSA",13-1111,Management Analysts,          40,    47180,33980,39020,45900,54730,65750,2000
98613,TN,1660,"Clarksville-Hopkinsville, TN-KY MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          70,    21680,12490,15140,19420,22340,34470,2000
98668,TN,3580,"Jackson, TN MSA",11-3021,Computer and Information Systems Managers,          40,    54280,35420,40820,55040,67050,74090,2000
98830,TN,3580,"Jackson, TN MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          30,    31210,22650,26630,30990,36180,41610,2000
98897,TN,3660,"Johnson City-Kingsport-Bristol, TN-VA MSA",11-3021,Computer and Information Systems Managers,         140,    62030,30640,41600,56440,82210,95330,2000
98926,TN,3660,"Johnson City-Kingsport-Bristol, TN-VA MSA",13-1111,Management Analysts,          40,    45850,24710,30930,44820,61840,70260,2000
99220,TN,3660,"Johnson City-Kingsport-Bristol, TN-VA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         110,    25520,15840,20590,25080,29700,35850,2000
99334,TN,3840,"Knoxville, TN MSA",11-3021,Computer and Information Systems Managers,         590,    63530,32530,43110,62100,83610,103210,2000
99363,TN,3840,"Knoxville, TN MSA",13-1111,Management Analysts,         420,    52450,29180,36250,46200,63540,75360,2000
99386,TN,3840,"Knoxville, TN MSA",15-2031,Operations Research Analysts,0,    52830,38240,43250,49740,61150,77890,2000
99393,TN,3840,"Knoxville, TN MSA",17-2061,Computer Hardware Engineers,0,    57200,45900,50320,57100,66170,71900,2000
99680,TN,3840,"Knoxville, TN MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         410,    33750,20160,28440,33760,40560,45850,2000
99810,TN,5360,"Nashville, TN MSA",11-3021,Computer and Information Systems Managers,        1640,    65280,32910,47320,61540,80590,107540,2000
99843,TN,5360,"Nashville, TN MSA",13-1111,Management Analysts,        1280,    62230,31960,39280,51600,68650,133810,2000
99867,TN,5360,"Nashville, TN MSA",15-2031,Operations Research Analysts,         160,    54610,32140,39640,50040,65050,85860,2000
99868,TN,5360,"Nashville, TN MSA",15-2041,Statisticians,          90,    34890,22480,26700,34590,41810,49820,2000
99876,TN,5360,"Nashville, TN MSA",17-2061,Computer Hardware Engineers,0,    43560,21990,32130,43290,55470,66510,2000
100210,TN,5360,"Nashville, TN MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         950,    27660,19150,22490,26630,32420,38540,2000
100352,TX,40,"Abilene, TX MSA",11-3021,Computer and Information Systems Managers,          60,    50310,24970,31700,46250,69880,83520,2000
100529,TX,40,"Abilene, TX MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          60,    27400,19390,23300,27920,32070,34630,2000
100582,TX,320,"Amarillo, TX MSA",11-3021,Computer and Information Systems Managers,         100,    56700,28850,36650,53800,76860,89060,2000
100605,TX,320,"Amarillo, TX MSA",13-1111,Management Analysts,          80,    53330,34160,41330,51050,63110,73400,2000
100792,TX,320,"Amarillo, TX MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          30,    31900,18710,24170,29070,41080,48650,2000
100859,TX,640,"Austin-San Marcos, TX MSA",11-3021,Computer and Information Systems Managers,        2510,    84120,47280,61090,81410,106240,144380,2000
100891,TX,640,"Austin-San Marcos, TX MSA",13-1111,Management Analysts,        5470,    46720,29800,35510,43060,55010,69820,2000
100915,TX,640,"Austin-San Marcos, TX MSA",15-2031,Operations Research Analysts,        1550,    63290,37550,49170,60410,76340,97460,2000
100923,TX,640,"Austin-San Marcos, TX MSA",17-2061,Computer Hardware Engineers,        3510,    73120,45240,51880,66730,96310,115350,2000
101245,TX,640,"Austin-San Marcos, TX MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        3540,    32550,20680,26500,32750,39210,43720,2000
101379,TX,840,"Beaumont-Port Arthur, TX MSA",11-3021,Computer and Information Systems Managers,         140,    64450,33840,43200,55930,84940,112420,2000
101404,TX,840,"Beaumont-Port Arthur, TX MSA",13-1111,Management Analysts,         310,    59530,38550,44940,55930,70660,90370,2000
101654,TX,840,"Beaumont-Port Arthur, TX MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    32660,20310,24110,30230,39400,50670,2000
101745,TX,1145,"Brazoria, TX PMSA",11-3021,Computer and Information Systems Managers,          70,    67590,32540,51290,72780,85140,93530,2000
101766,TX,1145,"Brazoria, TX PMSA",13-1111,Management Analysts,          50,    64950,32130,44480,63660,83800,106000,2000
101949,TX,1145,"Brazoria, TX PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          60,    20720,11380,12360,14000,30830,34160,2000
102015,TX,1240,"Brownsville-Harlingen-San Benito, TX MSA",11-3021,Computer and Information Systems Managers,          60,    59080,31170,43320,60130,72690,88260,2000
102039,TX,1240,"Brownsville-Harlingen-San Benito, TX MSA",13-1111,Management Analysts,0,    53980,36220,40370,48360,61210,88370,2000
102251,TX,1240,"Brownsville-Harlingen-San Benito, TX MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          60,    25230,16520,19200,23240,30590,38450,2000
102323,TX,1260,"Bryan-College Station, TX MSA",11-3021,Computer and Information Systems Managers,         120,    63050,39330,47590,60710,75530,94300,2000
102566,TX,1880,"Corpus Christi, TX MSA",11-3021,Computer and Information Systems Managers,         140,    54590,31450,35430,45600,69810,89370,2000
102591,TX,1880,"Corpus Christi, TX MSA",13-1111,Management Analysts,         330,    62860,39160,46530,57960,79540,92870,2000
102841,TX,1880,"Corpus Christi, TX MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         150,    22490,11900,13360,19580,28770,41070,2000
102932,TX,1920,"Dallas, TX PMSA",11-3021,Computer and Information Systems Managers,        8210,    84300,50220,66620,83740,104130,126390,2000
102965,TX,1920,"Dallas, TX PMSA",13-1111,Management Analysts,        9080,    61820,36950,44670,56330,73570,97670,2000
102990,TX,1920,"Dallas, TX PMSA",15-2031,Operations Research Analysts,        2280,    70740,34930,48330,67140,90760,117540,2000
102991,TX,1920,"Dallas, TX PMSA",15-2041,Statisticians,         170,    47790,30570,34580,42740,59130,77350,2000
